"No","Judul","Topik","Abstrak","",""
"249","Pengembangan Sistem Penentuan Prioritas Kebutuhan Perangkat Lunak Dengan Metode MVGB (Majority Voting Goal Based)","Rekayasa Perangkat Lunak","Rekayasa kebutuhan adalah tahapan awal dari kegiatan rekaya perangkat lunak, dimana dilakukan penggalian kebutuhan, dan analisis kebutuhan. Kegiatan penentuan prioritas kebutuhan adalah hal penting dalam proses rekayasa kebutuhan yang dapat menentukan keberhasilan sebuah proyek pengembangan perangkat lunak. Kegiatan penentuan prioritas kebutuhan dapat memilih mana kebutuhan yang penting dan kurang penting, sehingga sumber daya yang dimiliki tim pengembang dapat difokuskan untuk menyelesaikan masalah kunci terlebih dahulu, agar sumber daya tidak terbuang untuk menyelesaikan masalah yang tidak terlalu mendesak. Metode prioritisasi kebutuhan MVGB (Majority Voting Goal Based) adalah metode prioritisasi kebutuhan yang mempertimbangkan nilai yang diberikan masing-masing pemangku kepentingan dan juga nilai ketergantungan sebuah kebutuhan. Sistem penentuan prioritas kebutuhan perangkat lunak dengan metode MVGB ini adalah sistem yang menyediakan tempat untuk melakukan penggalian dan penentuan prioritas kebutuhan dengan melibatkan pemangku kepentingan yang dipilih dengan menggunakan teknologi web. Sistem ini memiliki 46 kebutuhan fungsional yang berguna untuk proses penggalian, pengamatan, dan prioritisasi kebutuhan, sistem telah diuji dengan pengujian unit untuk 3 fungsi utama sistem, pengujian integrasi untuk 3 pasang kelas utama sistem, dan pengujian validasi untuk semua kebutuhan, pengujian menghasilkan nilai valid untuk semua kasus uji.
Kata kunci: MVGB, prioritas kebutuhan, rekayasa kebutuhan, penggalian kebutuhan","",""
"250","Perangkat Lunak Bantu Pengarsipan Surat pada PT. Perkebunan Nusantara VII Unit Pagar Alam","Rekayasa Perangkat Lunak","Tujuan penelitian adalah untuk merancang dan membuat perangkat lunak pengarsipan surat pada PT. Perkebunan Nusantara VII Unit Pagar Alam. Hal ini dikarenakan pengolahan data pada PT. Perkebunan Nusantara VII Unit Pagar Alam masih menggunakan cara konvensional (manual) berupa pengarsipan surat yang masih disimpan di dalam map arsip sehingga ketika pencarian data membutuhkan waktu yang cukup lama. Metode pengembangan sistem yang digunakan adalah metode waterfall melalui tahapan analysis, design, coding, testing dan maintenan- ce. Dengan adanya perangkat lunak bantu pengarsipan surat ini, pengelolaan surat masuk dan keluar dapat dilakukan dengan mudah, serta mampu menyelesaikan masalah yang ada saat ini. Perangkat lunak bantu pengarsipan surat dilakukan secara elektronik, yaitu penyimpanan dokumen softcopy, dan dilengkapi dengan laporan surat masuk dan surat keluar. Hasil penelitian yang diperoleh adanya perangkat lunak bantu pengarsipan surat pada PT. Perkebunan Nusantara VII unit Pagar Alam. Kata Kunci
perangkat lunak, surat masuk, surat keluar, waterfall","",""
"251","Robot Pintar Pengukur Kepuasan Konsumen pada Pusat Perbelanjaan","Robotika","Pusat perbelanjaan umumnya
menggunakan Instrumen kuesioner dalam mengukur
tingkat kepuasan pelayanan pada konsumen.
Pengolahan dan penyajian data hasil kuesioner
secara konvensional cenderung lama dan kurang
efektif. Persoalan tersebut akan dapat diatasi dengan
memanfaatkan robot pintar untuk mengukur
kepuasan konsumen pada pusat perbelanjaan. Robot
ini memiliki modul kuesioner digital yang terletak
pada dada robot, dan modul wajah yang digunakan
sebagai ekspresi robot ketika konsumen memilih puas
atau tidak terhadap pelayanan pusat perbelanjaan.
Modul kuesioner digital robot mampu menampung,
menyimpan dan mengolah data kepuasan konsumen
dalam statistik. Ekspresi robot saat menerima pilihan
kepuasan konsumen berupa ekspresi wajah bahagia
ataupun kecewa yang disertai dengan ekspresi suara
berupa ucapan terima kasih pada konsumen yang
telah berkunjung.
Kata Kunci - Robot pintar; pengukur kepuasan
konsumen; kuesioner digital","",""
"252","PERANCANGAN ROBOT BERODA DAN BERLENGAN UNTUK PROSES PEMANENAN BUAH TOMAT BERBASIS RASPBERRY PI","Robotika","Pada saat іni semua aspek pendukung kegiatan dituntut dapat mempermudah mobilitas manusia khususnya pada proses pemanenan buah tоmat. Oleh sebab itu dibutuhkan rоbot untuk membantu dalam proses pemanenan buah tomat. Robot ini menggunakan kamera untuk mengetahui buat tomat yang matang dan motor DC untuk bergerak menuju pohon tomat serta motor servo untuk proses penggapaian buah tоmat yang matang. Prinsip kerja robot ini yaitu motor DC akan aktif dan membuat rоbot berjalan menuju pohon tomat jika kamera mendeteksi dan menentukan koordinat buah tomat yang matang maka motor DC akan tidak aktif selanjutnya motor servo akan aktif dan bekerja sesuai koordinat yang didapat pada kamera. Berdasarkan data hasіl yang dіdapat robot ini mampu bekerja dengan baіk pada tegangan 6 Volt dan intensitas cahaya 162 Lux.
Kata kuci: robot, motor DC, motor servo, tomat","",""
"253","Robot Pintar Penyambut Costumer pada Pusat Perbelanjaan Kota Manado","Robotika","Aspek teknologi robotika kini telah mampu merambah dan menjangkau sisi hiburan, pendidikan dan
kesehatan. Pembuatan robot-robot dengan keistimewaan dan keahlian khusus sangat berkaitan erat dengan
adanya kebutuhan dalam dunia modern yang menuntut adanya suatu alat dengan kemampuan tinggi yang berguna
membantu pekerjaan manusia, atau di sisi lain teknologi canggih ini berguna untuk menyelesaikan pekerjaan yang
tak mampu dan tak ingin dilakukan oleh manusia seperti halnya profesi penyambut costumer/pelanggan. Profesi
penyambut costumer merupakan pekerjaan yang sangat membosankan. Sehingga dibutuhkan suatu teknologi dalam
bidang robotika yaitu robot pintar penyambut costumer yang menggantikan peran manusia guna meningkatkan
kualitas pelayan, efisiensi, dan penghematan ekonomis pada pusat perbelanjaan pada kota manado. Robot pintar
tersebut dirancang untuk menyambut para costumer dengan cara memberikan salam pada saat costumer masuk
dan keluar pusat perbelanjaan. Sistem robot ini didukung dengan menggunakan beberapa teknologi diantaranya
sensor jarak dan PIR untuk mendeteksi adanya manusia, aktuator servo dan motor DC sebagai penggerak robot,
serta voice modul agar robot dapat berbicara. Sistem robot ini juga dilengkapi dengan pengendali jarak jauh dengan
menggunakan Android smartphone sehingga robot pintar ini bisa melakukan monitoring, pengoperasian, dan
pengendalian melalui jarak yang jauh. Hasil dari pengujian memaparkan aksi robot yang telah mampu melakukan
proses pendeteksian costumer dan kegiatan menyambut costumer dengan analisa penentuan nilai parameter jarak
antara sensor-sensor ultrasonik menggunakan analisa perbandingan trigonometri.
Kata kunci: robot pintar, penyambut costumer, Android","",""
"254","PELATIHAN ROBOTIKA BERBASIS ANDROID UNTUK MENUMBUHKAN INOVASI DAN KREATIVITAS DI SMP 11 BANDUNG","Robotika","Perkembangan sains dan teknologi dunia berkembang sangat cepat terlebih dibidang teknologi
otomasi robotika. Robotika merupakan teknologi otomatisasi yang telah dikembangkan dalam
berbagai disiplin ilmu seperti industri otomotif, pendidikan, kesenian, kesehatan, pertanian,
peternakan, perikanan, kelautan, pertambangan, reaktor nuklir, misi militer dan penjelajah
ruang angkasa. Penelitian ini bertujuan untuk membuat sebuah robot arduino yang
dikendalikan menggunakan android. Pelatihan ini dihadiri oleh siswa kelas X di SMP 11
Bandung. Studi awal penelitian ini adalah membuat perancangan simulasi Proteus untuk
menguji kinerja robot. Selanjutnya, rancang bangun robot dengan menggabungkan motor
driver, mesin roda dan arduino. Terakhir, mengintegrasikan robot dengan Android untuk
pengontrolan sistem navigasi robot. Pelatihan robot arduino berbasis android ini akan
dikenalkan pada siswa pada kegiatan workshop robotik di SMP 11 Bandung sebagai media alat
peraga pelajaran fisika atau elektronika. Dengan adanya pelatihan ini diharapkan siswa mampu
meningkan inovasi dan kreatifitas lebih terhadap mata pelajaran yang diampu.
Kata kunci: robot, arduino, android.","",""
"255","RANCANG BANGUN ALAT PEMBERI PAKAN IKAN GURAMI OTOMATIS DENGAN MEMANFAATKAN GERAK ROTASI","Robotika","Budidaya ikan gurame merupakan salah satu
pencaharian yang menguntungkan bagi pembudidaya ikan.
Agar pertumbuhan ikan tetap maksimal, perlu dilakukan
pemberian pakan secara teratur dengan jumlah pakan yang pas
dan disebarkan secara merata. Permasalahan biasanya timbul
ketika pemilik lupa atau bepergian ke luar kota, sehingga tidak
dapat memberi pakan secara rutin. Dalam penelitian ini
digunakan alat pemberi pakan ikan secara otomatis berbasis
arduino, dimana untuk menyebarkan pakan digunakan model
rotasi yang memanfaatkan kecepatan sudut putaran motor.
Selain itu alat didisain dapat bekerja secara otomatis sesuai
dengan jadwal yang ditentukan dan disebarkan secara merata
serta dengan jumlah yang pas. Modul RTC adalah komponen
yang digunakan untuk menentukan waktu pemberian pakan
ikan, motor servo digunakan untuk menentukan jumlah pakan
yang diberikan, motor dc untuk menyebarkan pakan dan
arduino uno sebagai pengendalinya. Hasil pengujian
menunjukan alat yang dibuat mampu memberikan pakan secara
otomatis sesuai jadwal dengan jumlah pakan yang dikeluarkan
hingga 36 gram tiap detik dan jarak rata-rata sebaran pakan
mencapai 162 cm dengan standar deviasi ± 131 cm.
Kata Kunci— Pakan otomatis, gerak rotasi, arduino, Modul
RTC, Ikan gurame.","",""
"256","PERANCANGAN PERGERAKAN KAKI ROBOT HUMANOID MENGGUNAKAN SERVO DYNAMIXEL BERBASIS OPENCM 9.04","Robotika","Perkembangan teknologi robotika di Indonesia sudah maju dengan sangat pesat. Terbukti dari jumlah peserta yang mengikuti perlombaan Kontes Robot Indonesia (KRI) selalu bertambah tiap tahunnya. Diselenggarakan oleh Kementerian Riset, Teknologi dan Pendidikan Tinggi, kontes ini bertujuan untuk mewadahi mahasiswa dalam bidang robotika sehingga dapat terus berkembang dan dirasakan manfaatnya. Salah satu perlombaan pada Kontes Robot Indonesia ini adalah KRSTI. Oleh karena ketertarikan penulis dengan KRSTI, penelitian ini bertujuan untuk menciptakan robot KRSTI yang akan menari dengan perintah dari suara musik dan robot dapat melakukan pergerakan kaki pada tarian jaipong yang mana ini merupakan tema dari KRI 2019 divisi KRSTI. Pada pergerakan kaki, robot humanoid ini telah menggunakan metode perhitungan invers kinematic dengan 3 DOF (Degree Of Freedom) dimana gerakan – gerakan tersebut meliputi: gerakan walkready, jalan, serong kanan, dan serong kiri. Ada dua perangkat lunak yang digunakan pada robot humanoid ini yaitu perangkat lunak robotik OpenCM 9.04 untuk memprogram pergerakan dari kaki robot humanoid dan perangkat lunak Arduino nano yang digunakan untuk memprogram sensor suara yang merupakan input dari robot humanoid. Pada saat musik dalam kondisi on maka sensor suara akan menerima data serial dan dikirim ke Arduino nano dan berikutnya Arduino nano akan mengkomunikasikan serial ke mikrokontroler OpenCM 9.04 dan robot akan melakukan pergerakan sesuai dengan database atau program yang telah diinputkan pada OpenCM 9.04.
Kata kunci : Robot humanoid, KRSTI, OpenCM 9.04","",""
"257","RANCANG BANGUN ROBOT KUDA UNTUK KONTES ROBOT ABU INDONESIA 2019","Robotika","Perancangan robot kuda ini dilator belakangi hasil karya Theo Jansen dalam laman youtubenya, sehingga
robot ini terbentuk. Dengan memodifikasi dibeberapa kaki diperoleh kombinasi 2 servo setiap kakinya.
Sehingga pada Kntes Robot ABU Indonesia 2019 yang diadakan di universitas Teknokrat Lampung
terdapat bagian mekanik, interface, dan program. Robot manual akan berjalan selama 1 menit untuk
menyerahkan prasasti atau tanda plakat emas ke robot automatis. Ada rintangan yang harus dilewati untuk
mencapai robot automatis. Untuk menjalankan robot diperlukan desain dan rancangan mekanik, sebelum
mengagbungkan rancangan penghubung dan program dalam robot. Mikrokontroler arduino mega 2560
digunakan sebagai pengontrol dari semua rangkaian mekanik, sedangkan program kaki-kaki pada 8 servo
akan dikontrol secara parallel melalui arduino mega. Rancangan penghubung terdiri dari servo penjepit
(servo 22) seperti identitas di program. Sedangkan kecepatan robot manual tergantung dari
kesenambungan operator dalam menjalankan robot manual. Kecepatan 255 sebagai nilai maksimum atau
di perlambat dengan menekan tombol kaanan atas sebedsar 50 % dari kecepatan maksimum.
Kata kunci: Robot manual, robot automatis, servo dan arduino mega2560","",""
"258","Rancang Bangun Robot Line Follower Portable Sebagai Upaya Minimalisasi Sampah Elektronik di Ranah Robotika","Robotika","Penumpukan sampah elektronik mulai menjadi sorotan di seluruh dunia. Terlepas dari masalah tersebut kegiatan robotika semakin berkembang di seluruh dunia. Banyak kompetisi robotika yang diadakan sebagai wadah kreatifitas suatu komunitas sehingga mau tidak mau pemanfaatan komponen elektronika pun semakin meningkat. Pemanfaatan komponen elektronika dapat menjadi pemicu penumpukan sampah elektronik. Hal ini tidak dapat terhindarkan karena dalam proses pengembangan robot tidak jarang mengakibatkan modul elektronik yang digunakan mengalami kendala sehingga harus mengganti dengan modul elektronik yang baru. Untuk meminimalisasi penumpukan sampah elektronik dapat dilakukan dengan pembuatan modul elektronik yang portable sehingga beberapa komponen dapat dipasang dan dilepas dengan mudah. Portabilitas modul elektronik yang baik dapat meminimalisasi penggantian komponen jika terjadi kerusakan pada modul. Dalam penelitian ini dibahas tentang rancang bangun robot line follower yang dapat dirangkai secara portable yang didalamnya terdapat beberapa modul yang dapat dipasang dan dilepas dengan mudah. Sensor yang dipakai pada robot ini adalah photodiode, dengan melibatkan kontroler Arduino Nano sebagai pusat kendali, driver motor L298N sebagai driver motor, serta motor DC 12V sebagai aktuator. Tidak lupa juga body robot dirancang menggunakan akrilik untuk menopang dan menggabungkan seluruh modul robot line follower. Rancang bangun robot line follower secara portable berhasil direalisasikan sehingga masing – masing modul dapat dipasang dan dilepas dengan mudah.
KATA KUNCI: Penumpukan sampah elektronik, desain robot portable, line follower, rancang bangun robot","",""
"259","PEMANFAATAN SENSOR 3 AXIS GYROSCOPE PADA ROBOT SENI TARI BERBASIS RASPBERRY PI","Robotika","Di indonesia ajang kontes robot sudah dilakukan pada setiap tahunnya baik tingkat regional dan tingkat nasional. Kontes Robot Indonesia atau KRI terdiri dari 4 divisi yaitu Kontes Robot ABU Indonesia (KRAI), Kontes Robot Pemadam Api (KRPAI),Kontes Robot Seni Tari Indonesia (KRSTI) dan Kontes Robot Sepak Bola Indonesia (KRSBI) Salah satu kategori yang ingin dibahas dalam penelitian ini adalah kategori Kontes Robot Seni Tari Indonesia (KRSTI). Pada kategori ini, robot harus bisa bernavigasi untuk menari dengan tema yang telah ditentukan. Pada saat ini robot untuk bernavigasi masih tidak mengetahui posisi, sehingga pada saat bergerak robot tidak bisa menyeimbangkan badan sehingga robot mudah untuk terjatuh. Tujuan utama dari robot ini adalah bernavigasi dan menari mengikuti alunan musik musik sampai selesai. Salah satu solusi yang dapat membantu permasalahan pada keseimbangan robot seni tari adalah dengan cara memanfaatkan sensor gyroscope 3 axis sebagai keseimbangan robot, yang dapat membedakan mana posisi yang aman untuk bergerak sehingga tidak terjatuh. Sehingga robot bisa menari dan berjalan dengan baik dan mengurangi jatuh saat menari. Penelitian ini menghasilkan sebuah robot humanoid dengan menggunakan motor servo sebagai penggerak dan menggunakan 1 buah sensor gyroscope untuk mendeteksi kemiringan pada robot. Semua sistem dapat bekerja sesuai dengan perintah atau instruksi dari raspberry pi. Robot seni tari untuk berjalan masih belum bisa lurus sampai tujuan, diharapkan dapat menambahkan sensor kompas dan diterapkan metode yang pengambil keputusan untuk menentukan setiap langkah dengan cepat
Kata Kunci : Sistem Navigasi, Robot, keseimbangan, sensor gyroscope.","",""
"260","ROBOT LENGAN 3 DOF DENGAN INPUT SINYAL EMG","Robotika","Otot adalah bagian tubuh manusia yang
berfungsi dalam sistem gerak. Electrmography berfungsi
untuk mendeteksi adanya potensial listrik yang dihasilkan
pada saat otot kontraksi dan relaksasi, sinyal tersebut
digunakan untuk menggerakkan lengan robot buatan,
dimana nantinya robot lengan ini bias digunakan dalam
membantu manusia untuk mencapai tempat-tempat yang
berbahaya dan kuran bersahabat dengan manusia.","",""
"261","Aplikasi Arduino Uno Pada Modul Robot Manusia Sebagai Mediasi Pengajaran Desain, Narasi dan Simulasi","Robotika","Robotika adalah studi bidang teknik melalui konsep, desain, proses perakitan dan pengembangan hasil akhir produk. Sistem elektronik yang terintegrasi dengan ilmu komputer, kecerdasan buatan, mekatronik dan bidang nanoteknologi yang terlihat rumit, sehingga tidak menginspirasi siswa untuk menekuni bidang robotik. Padahal bidang ini bisa menjadi inspirasi bagi bahkan bagi mahasiswa non teknik. Luaran penelitian ini diharapkan menjadi dasar tambahan mata pelajaran sistem tanam pada perangkat lunak dan perangkat keras untuk ditingkatkan integrasi tersebut kedalam sistem intelijen. Selain itu, gerakan robot humanoid yang kompleks akan menjadi kelanjutan kemunculan aplikasi kecerdasan buatan untuk pengembangan robot. Modul robot humanoid ini dengan bahasa pemrograman C dari mikrokontroler Arduino Uno mampu membentuk dasar gerakan humanoid robot yang dinamis.Tahap metode penelitian dan pengembangan diterapkan untuk melaksanakan aplikasi kuantitatif dan kualitatif, seperti desain, implementasi, integrasi dan pengujian sistem, dan survei. Kuesioner digunakan sebagai alat untuk mengumpulkan tanggapan siswa sebagai analisis dan kesimpulan dari pengamatan siswa terhadap tampilan perangkat yang belum memiliki rakitan yang sempurna secara sengaja, sehingga bisa diharapkan berkembang sebagai mediasi atau jembatan untuk pengajaran robotika.
Kata Kunci: Robotika, Servo, Arduino Uno, C programming","",""
"262","APLIKASI BASE STATION UNTUK ROBOT SEPAK BOLA BERODA","Robotika","Pengendalian robot secara manual membuat
pergerakan robot menjadi tidak fleksibel dan tidak relevan lagi
seiring berjalannya waktu. Dengan penelitian ini bisa menjawab
permasalahan tersebut. Robot dapat langsung mengetahui
perintah yang harus dilakukan sesuai perintah dari Referee Box
dan melaksanakan perintah tersebut. Dalam penelitian ini
dilakukan pengujian pengiriman informasi dari Referee Box ke
Base Station menggunakan kabel LAN, dimana pengiriman data
dari Base Station ke robot dilakukan secara wireless dan perintah
akan dilakukan dalam bentuk pergerakan robot. Kesimpulannya
aplikasi yang dibuat dapat digunakan untuk robot sepak bola
beroda dan komunikasi antara Referee Box dengan robot dapat
dilakukan secara real time.
Kata Kunci - Base Station; ESP8266; Referee Box; Robot
Sepak Bola Beroda.","",""
"263","Autonomous Sales Robot untuk Pengenal Produk Berbasis Barcode dan Arduino ATMega328","Robotika","Paper ini membahas mesin serupa orang yang dikategorikan sebagai robot yang berfungsi sebagai sales pengenal produk. Penelitian ini dimanfaatkan sebagai pengganti pelayan toko yang kadang memiliki sikap emosional saat konsumen bertanya banyak hal. Dengan memanfaatkan robot ini, diharapkan dapat memberikan pelayanan lebih terhadap komsumen, konsumen hanya perlu memperlihatkan barang yang akan diinginkan kepada robot dengan mendekatkan bagian barcode, dan robot akan memberikan informasi kepada produk tersebut secara rinci. Dalam proses penelitian ini dibuat dengan menyadur metode waterfall dengan pengubahan seperlunya. Dari hasil penelitian di dapatkan kesimpulan bahwasanya sistem berupa robot dapat memberikan informasi pelayanan kepada konsumen.
Kata kunci: Robot, sales, Barcode, Arduino, Atmega328","",""
"264","Balancing Robot Beroda Dua Menggunakan Metoda Kontrol Proporsional, Integral dan Derivatif","Robotika","Balancing robot beroda dua merupakan suatu robot yang memiliki prinsip kerja seperti pendulum terbalik yang mempertahankan keseimbangan robot pada sudut 0° dan tegak lurus terhadap permukaan bumi dibidang datar. Untuk kontrol keseimbangan balancing robot menggunakan metode kontrol Proporsional Integral Derivatif (PID) dengan mengatur kecepatan dan arah putaran motor. Balancing robot beroda dua menggunakan sensor accelerometer untuk mendeteksi kemiringan serta sensor gyroscope untuk mendeteksi kecepatan sudut badan robot ketika akan terjatuh. Untuk penggerak robot menggunakan motor DC. Balancing robot beroda dua mampu mempertahankan posisi robot pada kondisi setimbang. Dari hasil pengujian nilai PID yang paling ideal yaitu Kp: 8.0 Ki: 7.8 dan Kd 2.0
Kata kunci: Balancing robot, Arduino, Proporsional Integral Derivatif (PID), Accelerometer, Gyroscope","",""
"265","Bimbingan Teknis Pemrograman Arduino Robot Soccer Untuk Siswa SMP IT dan SMP Negeri 10 Magelang","Robotika","Perkembangan teknologi saat ini berkembang dengan pesat, salah satunya yaitu teknologi robotika. Teknologi robotika saat ini sangat menarik untuk dipelajari oleh generasi muda khususnya pelajar. Melalui berbagai kegiatan edukatif, pelajar mengimplementasikan sains secara mudah, murah dan menyenangkan. Salah satu kegiatan edukatif dalam memperkenalkan robotika kepada pelajar adalah bimbingan teknik pemrograman Arduino Nano Robot Soccer. Peserta pelatihan adalah siswa SMP IT dan SMP Negeri 10 Magelang. Pelatihan pemrograman ini menggunakan pemrograman Arduino sebagai media pemrograman pada robot soccer. Metode pelaksanaan dalam bimbingan ini adalah metode kolaboratif dari metode ceramah yang disampaikan oleh narasumber terkait dengan materi pemrograman arduino nano dan metode praktik pemrograman arduino yang diimplementasikan oleh siswa terhadap robot soccer yang mereka buat. Kegiatan bimbingan teknis ini berjalan dengan lancar, siswa dan guru pendamping antusias untuk mendengarkan penjelasan tentang Pemrograman Arduino Robot Soccer. Dari hasil pelatihan, siswa sudah dapat memahami tentang pemrograman arduino dan berhasil memprogam robot soccer beroda tersebut dengan pemrograman arduino nano. Kata Kunci :
bimbingan teknis, pelatihan, arduino, nano, robot soccer,","",""
"266","Implementasi Algoritma Wall Following pada Manuver Robot KRPAI Quadruped Omni Direction Menggunakan Metode Fuzzy Sugeno","Robotika","Dunia robotika saat ini terus mengalami perkembangan. Di Indonesia sendiri pemerintah sangat mendukung dunia robotika dengan diadakannya berbagai macam kompetisi robotika yang salah satunya adalah Kontes Robot Indonesia. Dalam kontes tersebut terdapat berbagai macam robot yang dilombakan yang salah satunya adalah Kontes Robot Pemadam Api Indonesia dimana robot harus berjalan di arena pertandingan untuk menemukan dan memadamkan api. Sekarang ini banyak robot yang menggunakan konsep hexapod atau robot 6 kaki dengan wall following sebagai algoritma manuver. Tetapi dengan desain robot hexapod robot harus melakukan putaran sebesar 90 derajat pada saat ada halangan di depan sehingga banyak memakan waktu. Untuk itu diperlukan sebuah desain robot yang dapat melakukan manuver dengan baik dan cepat. Maka untuk mengatasi permasalahan tersebut, dilakukan pada penelitian ini implementasi algoritma wall following pada manuver robot quadruped omni direction dengan menggunakan metode fuzzy untuk pengambilan keputusan robot. Dengan desain robot quadruped dimungkinkan robot dapat melakukan manuver secara omni direction sehingga robot tidak perlu memutar dan didapatkan hasil yang lebih cepat. Dari hasil pengujian didapatkan robot yang melakukan manuver omni direction lebih cepat dibandingkan manuver robot memutar dengan selisih kecepatan rata-rata 4.1 detik. Robot dapat berjalan dan dapat melakukan manuver dengan baik menggunakan algoritma wall following dan logika fuzzy dengan tingkat keberhasilan mencapai 100%.
Kata kunci: robot quadruped, wall following, logika fuzzy","",""
"267","RANCANG BANGUN HUMANOID ROBOTIC HAND BERBASIS ARDUINO","Robotika","Robot banyak
diaplikasikan di berbagai bidang
seperti pabrik-pabrik, bidang
kesehatan, pendidikan sampai
peralatan rumah tangga juga dapat
diterapkan. InMOOV adalah salah
satu jenis robot yang masih dalam
tahap perkembangan. Robot
InMOOV yaitu robot yang
bentuknya menyerupai manusia.
Robot ini memiliki bagian-bagian
tubuh seperti kepala, kedua tangan
dengan jari-jari, dan kedua kaki.
Tangan adalah salah satu bagian
tubuh terpenting, karena dengan
tangan kita dapat memindahkan
suatu barang, menggenggam dan
melakukan aktifitas belajar. Tangan
robot ini memfungsikan untuk
menggerakkan kelima buah jari.
Untuk menggerakan kelima jari,
dibutuhkan lima buah servo. Selain
itu, robot juga ditanamkan sebuah
kecerdasan buatan, dimana
kecerdasan buatan yang berbentuk
algoritma dan akan menghasilkan
beberapa gerakkan. kecerdasan tersebut ditanamkan disebuah
mikrokontroler yang dinamakan
Arduino. Dari hasil percobaan yang
dilakukan, terlihat bahwa
mekatronika dan algoritma yang
dibuat bisa menghasilkan gerakan
pada jari-jari di tangan robot. Jari
tersebut bergerak satu per satu
dengan intesitas cepat dan lambat.
Selain itu, tangan robot juga bisa
mengkombinasi gerakan.
Kata kunci: InMOOV, Tangan
Robot, Servo, Arduino","",""
"268","APLIKASI PENGENDALI PEWANGI RUANGAN BERBASIS ANDROID MENGGUNAKAN MIKROKONTROLER ATMEGA 16","Robotika","Pewangi ruangan otomatis merupakan suatu alat yang digunakan untuk menyemprotkan pewangi / parfum secara otomatis dengan menggunakan waktu / timer tertentu. Sistem seperti ini sudah dianggap baik tetapi kekurangannya adalah baterai yang harus standby terus menerus dan pewangi yang menyemprot secara terus menerus walaupun tidak ada manusia sehingga terjadi pemborosan daya dan pengharum.
Pada laporan skripsi ini penulis membuat “Aplikasi Pengendali Pewangi Ruangan Berbasis Android dengan Menggunakan Mikrokontroller Atmega16Â” yang dapat mengendalikan pewangi ruangan dengan menggunakan gadget / handphone. Pengguna aplikasi ini dapat mengatur berapa lama pewangi ruangan melakukan penyemprotan sebanyak satu kali.
Aplikasi yang dibuat oleh penulis ini dapat mengendalikan pewangi ruangan melalui handphone (android) dengan menggunakan modul Bluetooth HC-06 dan Mikrokontroller Atmega16. Aplikasi ini juga dapat dikendalikan dengan waktu 5 menit, 10 menit, dan 15 menit sehingga pengendalian pewangi ruangan oleh user lebih maksimal.
Kata Kunci : android, atmega, pewangi","",""
"269","IMPLEMENTASI METODE PCQ-QUEUE TREE PADA ROUTER MIKROTIK DAN MONITORING CACTI UNTUK PENINGKATAN QUALITY OF SERVICE","Robotika","Manajemen bandwidth merupakan cara untuk
mengatur jaringan komputer agar bandwidth digunakan secara
optimal dan terbagi merata ke semua pengguna internet.
Bandwidth merupakan perhitungan konsumsi transfer data
telekomunikasi yang dihitung dalam satuan bit per detik (bps)
yang terjadi antara komputer server dan komputer client.
Warnet SweetNet terletak di kota Bandarlampung sudah sejak
lama usaha didalam bidang layanan internet dengan pengguna
cukup banyak. Penelitian ini bertujuan untuk menerapkan
manajemen bandwith menggunakan metode PCQ-Queue Tree
dan menerapkan monitoring software Cacti yang dikonfigurasi
pada perangkat Raspberry Pi. Implementasikan sistem ini telah
diuji coba dan terbukti dapat meningkatkan Quality of Service
(QoS) pada Warnet SweetNet. Hasil implementasi metode PCQ
menggunakan Queue Tree mendapatkan peningkatan nilai QoS
dilihat dari pengujian parameter : a) Throughput meningkat
pada 1 komputer yang aktif sebesar 0,6 %, b) memperkecil delay
sampai dengan 30 milisecond, c) Jitter paling besar nilai pada
angka 0,69 millisecond. Selain meningkatkan nilai QoS,
bandwidth Warnet SweetNet dapat dimonitoring menggunakan
software Cacti.
Kata Kunci— Manajemen Bandwidth, Mikrotik, QoS, software
Cacti, Raspberry Pi.","",""
"270","IMPLEMENTASI PERANCANGAN ROBOT LINE FOLLOWER BERBASIS MIKROKONTROLER ATMEGA32A","Robotika","Perkembangan teknologi dibidang robotika sangat cepat, namun di daerah timur indonesia yaitu merauke perkembangan itu belum terlalu dirasakan dampaknya. Terkhusus di laboratorium elektro universitas musamus merauke perangkat media pembelajaran untuk mikrokontroler juga belum tersedia, oleh karena itu penulis ingin merintis dengan mengimplementasikan perancangan robot paling sederhana yaitu robot line follower, dimana robot ini hanya berjalan mengikuti garis.
Penelitian ini menggunakan metode eksperimen, dengan melakukan proses penelitian berdasarkan urutan-urutannya yaitu : analisa kebutuhan, perancangan bagan mekanik, perancangan bagian elektronik dan perancangan program pengendali, pembuatan, dan pengujian.
Robot line follower berbasis mikrokontroler ATmega32A telah dilakukan pengujian dan diperoleh hasil bahwa robot line follower ini dapat berjalan mengikuti garis hitam di atas lantai berwarna putih dan dapat menampilkan keadaan pada LCD. Namun robot line follower ini masih memiliki kekurangan pada proses kepekaan sensor garis bergantung pada kecepatan tertentu. Pada kecepatan 90-150 rpm robot line follower dapat mengikuti jalur lintasan, sedangkan lebih dari 150 rpm robot sudah tidak mampu mengikuti jalur lintasan.
Keywords— Lintasan, Mikrokontroler, Motor, Robot, Sensor","",""
